관리번호,성명,생년월일,사망년월일,성별,본적(대),본적(중),운동계열,포상년도,훈격(대분류),훈격(소분류),훈장전수여부,외국인여부
11039,송병태,1881-12-15,미상,남,경기도,연천,의병,2016,건국훈장,애국장,미전수,N
11041,송성무,미상,미상,남,전라북도,기타,의병,2018,건국훈장,애족장,미전수,N
11042,송수만,1890-00-00,미상,남,경상북도,영양,의병,2015,건국훈장,애족장,미전수,N
11046,송인택,1888-00-00,미상,남,전라북도,임실,의병,2016,건국훈장,애족장,미전수,N
11048,송주상,1886-00-00,미상,남,서울,,의병,1995,건국훈장,애국장,미전수,N
11049,홍성린,1878-09-20,1958-10-15,남,평안북도,정주,계몽운동,1990,건국훈장,애족장,전수,N
11050,송진행,1870-00-00,미상,남,전라북도,익산,의병,2006,건국훈장,애국장,미전수,N
11053,송평운,1884-00-00,미상,남,서울,,의병,2016,건국훈장,애족장,미전수,N
11054,송하명,1883-00-00,미상,남,전라북도,부안,의병,2014,건국훈장,애족장,미전수,N
11055,송헌준,1884-00-00,미상,남,충청북도,청주,의병,2016,건국훈장,애족장,전수,N
11056,송화순,1872-00-00,미상,남,전라북도,기타,의병,2016,건국훈장,애국장,미전수,N
11059,신갑록,1883-00-00,미상,남,전라북도,장수,의병,2016,건국훈장,애족장,미전수,N
11063,홍성익,1882-12-27,1920-01-24,남,평안북도,정주,임시정부,1963,건국훈장,독립장,전수,N
11066,신대룡,1877-00-00,1910-09-14,남,경상북도,봉화,의병,1995,건국훈장,애국장,미전수,N
11067,신덕오,1880-00-00,미상,남,전라북도,기타,의병,2016,건국훈장,애족장,미전수,N
11068,홍순명,미상,미상,남,경기도,개성,광복군,1990,건국훈장,애족장,미전수,N
11070,신무경,1876-00-00,미상,남,경기도,기타,의병,2016,건국훈장,애족장,미전수,N
11071,홍순범,미상,미상,남,경기도,개성,만주방면,1990,건국훈장,애족장,미전수,N
11072,신보현,1868-00-00,미상,남,미상,,의병,2008,건국훈장,애족장,미전수,N
11073,신봉균,1866-01-07,1907-10-07,남,경상북도,기타,의병,1995,건국훈장,애족장,전수,N
11074,신봉민,1870-00-00,미상,남,전라북도,부안,의병,2017,표창,대통령표창,미전수,N
11075,신봉렬,1884-00-00,미상,남,전라북도,기타,의병,2016,건국훈장,애족장,미전수,N
11079,신석규,1861-00-00,1909-00-00,남,함경남도,갑산,의병,1995,건국훈장,애국장,미전수,N
11080,홍영전,미상,미상,남,경기도,경성,만주방면,1990,건국훈장,애족장,미전수,N
11081,홍원식,1877-10-13,1919-04-15,남,경기도,화성,3.1운동,1968,건국훈장,독립장,전수,N
11090,홍재원,1917-11-17,2015-05-12,남,강원도,화천,광복군,1990,건국훈장,애족장,전수,N
11092,홍종민,1913-03-03,1969-11-24,남,경상북도,안동,중국방면,1990,건국훈장,애족장,전수,N
11093,홍주,1896-02-18,1954-05-09,남,평안북도,의주,만주방면,1963,건국훈장,독립장,전수,N
11098,신중원,1877-00-00,미상,남,경기도,수원,의병,1995,건국훈장,애족장,미전수,N
11100,신지수,미상,1905-00-00,남,미상,,의병,2009,건국훈장,애족장,미전수,N
11101,신창룡,1877-00-00,1909-00-00,남,경기도,양주,의병,1995,건국훈장,독립장,미전수,N
11103,신창현,1881-00-00,미상,남,서울,,의병,1995,건국훈장,독립장,미전수,N
11105,신태경,1881-00-00,미상,남,전라북도,기타,의병,2018,건국훈장,애족장,미전수,N
11108,홍찬섭,1892-02-15,1958-08-10,남,충청남도,천안,3.1운동,1963,건국훈장,독립장,전수,N
11114,신현명,1871-00-00,미상,남,전라북도,순창,의병,2015,건국훈장,애족장,미전수,N
11115,신화선,1880-00-00,미상,남,경기도,장단,의병,2017,건국훈장,애족장,미전수,N
11117,신기,미상,1907-00-00,남,경상북도,문경,의병,1995,건국훈장,애국장,미전수,N
11120,신광묵,1872-07-29,1949-09-21,남,충청북도,단양,의병,1997,포장,건국포장,전수,N
11122,신명칠,1874-00-00,미상,남,강원도,영월,의병,2013,표창,대통령표창,미전수,N
11126,신인로,1872-08-13,1919-11-05,남,강원도,강릉,의병,1995,건국훈장,애족장,전수,N
11127,신치수,1873-00-00,미상,남,전라북도,기타,의병,1995,표창,대통령표창,미전수,N
11130,신화산,미상,1909-00-00,남,전라북도,고창,의병,1995,건국훈장,애국장,미전수,N
11131,심경섭,1857-00-00,미상,남,강원도,영월,의병,1995,건국훈장,애국장,미전수,N
11132,황귀호,1907-03-13,1988-05-07,남,경상남도,창녕,만주방면,1977,표창,대통령표창,전수,N
11133,심낙선,1884-00-00,1910-11-06,남,전라북도,기타,의병,2014,건국훈장,애족장,미전수,N
11134,심노술,미상,미상,남,황해도,평산,의병,1995,건국훈장,애국장,미전수,N
11135,심대유,1884-12-08,미상,남,전라북도,기타,의병,2017,건국훈장,애족장,미전수,N
11145,심용식,1879-10-00,미상,남,경기도,장단,의병,2017,건국훈장,애족장,미전수,N
11146,심우상,1887-00-00,미상,남,전라북도,기타,의병,1995,표창,대통령표창,미전수,N
11154,안관숙,1870-00-00,1910-03-20,남,전라북도,고창,의병,2006,건국훈장,애족장,미전수,N
11157,안교형,1866-05-20,1955-10-04,남,경상북도,예천,의병,2015,포장,건국포장,전수,N
11159,안기영,1884-09-16,1920-12-27,남,경기도,양평,의병,1999,포장,건국포장,전수,N
11161,안두식,1882-00-00,미상,남,서울,,의병,1995,건국훈장,애국장,미전수,N
11162,안두환,1858-12-10,1947-09-15,남,경상북도,예천,의병,2002,포장,건국포장,전수,N
11163,안배언,1876-00-00,미상,남,경기도,양주,의병,1995,건국훈장,애족장,미전수,N
11170,안왈오,1866-00-00,미상,남,전라북도,기타,의병,1995,표창,대통령표창,미전수,N
11171,안원필,1874-00-00,미상,남,전라북도,기타,의병,2013,표창,대통령표창,미전수,N
11172,안인택,1886-00-00,미상,남,평안남도,양덕,의병,2017,건국훈장,애국장,미전수,N
11173,황덕환,1895-02-26,1929-09-20,남,전라남도,영광,만주방면,1963,건국훈장,독립장,전수,N
11174,안재덕,1847-05-04,1909-08-21,남,경상북도,예천,의병,1997,포장,건국포장,전수,N
11180,황병길,1885-04-15,1920-06-01,남,함경북도,경원,만주방면,1963,건국훈장,독립장,전수,N
11183,안춘흥,1879-09-30,1955-10-30,남,충청북도,충주,의병,2017,건국훈장,애족장,전수,N
11184,황병학,1876-01-11,1931-04-23,남,전라남도,광양,의병,1968,건국훈장,독립장,전수,N
11186,안행팔,1879-03-12,1947-09-05,남,전라북도,고창,의병,2013,포장,건국포장,전수,N
11187,안화여,1876-00-00,미상,남,전라북도,기타,의병,2016,표창,대통령표창,미전수,N
11191,양봉규,미상,미상,남,함경남도,삼수,의병,1995,건국훈장,애국장,미전수,N
11195,양운경,1862-00-00,미상,남,전라북도,기타,의병,2006,표창,대통령표창,미전수,N
11201,양재환,1874-00-00,미상,남,전라남도,기타,의병,2016,건국훈장,애국장,전수,N
11203,양창서,1860-00-00,1910-03-20,남,전라북도,순창,의병,2006,건국훈장,애족장,미전수,N
11205,양충신,1891-00-00,미상,남,경기도,기타,의병,2017,건국훈장,애국장,미전수,N
11206,양치선,1890-00-00,미상,남,충청북도,청주,의병,2017,건국훈장,애국장,미전수,N
11209,양용호,1880-00-00,미상,남,경상북도,대구,의병,2021,건국훈장,애족장,미전수,N
11211,어낙이,1878-00-00,미상,남,경상북도,기타,의병,2017,건국훈장,애국장,미전수,N
11213,어봉선,1890-07-13,미상,남,경기도,양주,의병,2013,건국훈장,애족장,전수,N
11214,어윤성,미상,1908-01-00,남,미상,,의병,1995,건국훈장,애국장,미전수,N
11216,엄봉민,1885-00-00,미상,남,강원도,영월,의병,1995,건국훈장,애족장,미전수,N
11219,엄순오,1864-00-00,미상,남,전라남도,담양,의병,2006,표창,대통령표창,미전수,N
11221,엄일봉,1877-00-00,1910-08-23,남,전라북도,순창,의병,2016,건국훈장,애국장,미전수,N
11222,엄춘일,1875-00-00,미상,남,강원도,영월,의병,2017,건국훈장,애족장,미전수,N
11224,엄해윤,1864-00-00,1909-11-30,남,강원도,영월,의병,1996,건국훈장,독립장,미전수,N
11231,황상규,1891-04-19,1931-09-02,남,경상남도,밀양,중국방면,1963,건국훈장,독립장,전수,N
11236,오경묵,미상,미상,남,미상,,의병,1995,건국훈장,애족장,미전수,N
11237,오국환,1882-05-03,1946-02-25,남,경상북도,문경,의병,1997,포장,건국포장,전수,N
11240,오덕문,1886-00-00,미상,남,충청북도,기타,의병,2017,건국훈장,애족장,미전수,N
11242,황의선,1924-02-29,2018-05-08,남,전라남도,무안,광복군,1990,건국훈장,애족장,전수,N
11243,오두천,1877-00-00,미상,남,전라북도,부안,의병,2013,건국훈장,애족장,미전수,N
11244,오문길,1875-00-00,미상,남,전라남도,담양,의병,2013,포장,건국포장,미전수,N
11248,오봉칠,1889-00-00,미상,남,경상북도,안동,의병,2015,건국훈장,애국장,미전수,N
11251,오성현,1873-11-02,미상,남,전라남도,장성,의병,2015,건국훈장,애국장,미전수,N
11257,황집,미상,미상,남,미상,,만주방면,1990,건국훈장,애족장,미전수,N
11258,오인택,1866-00-00,미상,남,서울,,의병,1995,건국훈장,애족장,미전수,N
11260,오일록,1877-00-00,미상,남,전라남도,장흥,의병,2020,건국훈장,애족장,미전수,N
11261,오장경,1869-00-00,미상,남,경기도,광주,의병,2017,건국훈장,애족장,미전수,N
11264,황창오,1896-04-05,1982-04-21,남,황해도,해주,국내항일,1968,건국훈장,독립장,전수,N
11266,오치규,1875-00-00,미상,남,전라북도,기타,의병,2024,건국훈장,애족장,미전수,N
11269,오문룡,미상,1896-04-00,남,미상,,의병,1995,건국훈장,애국장,미전수,N
11270,황학봉,1902-00-00,1929-11-27,남,평안북도,초산,만주방면,1963,건국훈장,독립장,미전수,N
11271,황학수,1877-07-20,1953-03-12,남,충청북도,제천,임시정부,1962,건국훈장,독립장,전수,N
11272,왕춘백,1881-00-00,미상,남,함경남도,원산,의병,1995,건국훈장,애족장,미전수,N
11274,우규하,미상,1896-02-00,남,미상,,의병,1995,건국훈장,애국장,미전수,N
11276,우덕순,1849-00-00,미상,남,경기도,용인,의병,2017,건국훈장,애족장,미전수,N
11277,우덕원,1871-00-00,미상,남,경기도,장단,의병,1995,건국훈장,애족장,미전수,N
11279,우병창,1866-04-26,1952-12-12,남,경기도,양주,의병,2013,건국훈장,애족장,전수,N
11280,우상옥,1876-00-00,미상,남,강원도,강릉,의병,1995,건국훈장,애국장,미전수,N
11281,우성오,1857-00-00,1908-00-00,남,경기도,양주,의병,2002,건국훈장,애국장,미전수,N
11282,우수안,1889-00-00,미상,남,경기도,용인,의병,2017,건국훈장,애족장,미전수,N
11283,우윤구,1882-00-00,1910-00-00,남,경기도,기타,의병,1995,건국훈장,애국장,미전수,N
11284,우재봉,미상,1896-02-00,남,미상,,의병,1995,건국훈장,애국장,미전수,N
11286,원기풍,미상,1909-00-00,남,미상,,의병,2003,건국훈장,애국장,미전수,N
11287,원도상,1848-01-01,1946-05-04,남,충청북도,단양,의병,1995,건국훈장,애족장,전수,N
11288,원도숙,1864-00-00,미상,남,전라북도,장수,의병,1995,표창,대통령표창,미전수,N
11289,원도인,1865-00-00,미상,남,강원도,원주,의병,1995,건국훈장,애족장,미전수,N
11290,원명중,1884-00-00,미상,남,경기도,삭녕,의병,2017,건국훈장,애족장,미전수,N
11293,원일상,1849-00-00,1909-10-21,남,함경남도,북청,의병,2018,건국훈장,애국장,미전수,N
11297,원화상,1886-00-00,미상,남,충청북도,음성,의병,1995,건국훈장,애족장,미전수,N
11298,위승환,1880-00-00,미상,남,함경남도,함흥,의병,1995,건국훈장,애족장,미전수,N
11299,유경칠,1889-00-00,미상,남,경기도,기타,의병,2017,건국훈장,애족장,미전수,N
11300,유계형,1877-00-00,미상,남,미상,,의병,1995,건국훈장,애족장,미전수,N
11301,유공술,1883-00-00,1911-07-25,남,전라북도,순창,의병,2016,건국훈장,애족장,미전수,N
11303,유길상,1877-00-00,미상,남,전라북도,정읍,의병,2017,건국훈장,애족장,미전수,N
11305,유명길,1882-00-00,미상,남,경기도,이천,의병,2016,건국훈장,애족장,미전수,N
11308,유성문,1885-01-01,미상,남,경기도,기타,의병,2021,표창,대통령표창,미전수,N
11310,황현,1855-12-11,1910-09-10,남,전라남도,구례,계몽운동,1962,건국훈장,독립장,전수,N
11313,김정익,1890-02-01,미상,남,평안남도,평양,의열투쟁,1962,건국훈장,독립장,전수,N
11314,이윤재,1888-12-24,1943-12-08,남,경상남도,김해,문화운동,1962,건국훈장,독립장,전수,N
11318,유창호,1872-00-00,1918-11-20,남,경상북도,안동,의병,2011,건국훈장,애족장,전수,N
11323,유환기,1876-12-25,1923-03-04,남,전라북도,기타,의병,2014,건국훈장,애국장,전수,N
11324,유기홍,1869-00-00,미상,남,함경남도,문천,의병,1995,건국훈장,애국장,미전수,N
11325,유종환,1858-00-00,1909-00-00,남,경상남도,진주,의병,2003,건국훈장,애국장,미전수,N
11326,유치경,미상,미상,남,황해도,평산,의병,1995,건국훈장,애국장,전수,N
11333,유성구,1881-00-00,미상,남,경기도,수원,의병,1995,건국훈장,애국장,미전수,N
11337,유태수,1867-00-00,미상,남,경기도,용인,의병,1995,건국훈장,애국장,미전수,N
11342,윤동섭,1884-00-00,미상,남,강원도,강릉,의병,1995,건국훈장,애족장,미전수,N
11347,윤석봉,1842-10-26,1910-11-06,남,경기도,양주,의병,2019,포장,건국포장,미전수,N
11348,윤석오,1870-00-00,미상,남,경상북도,풍기,의병,2013,건국훈장,애족장,미전수,N
11349,윤성문,1886-00-00,미상,남,경상북도,기타,의병,2017,건국훈장,애국장,미전수,N
11350,윤성칠,1887-00-00,미상,남,서울,,의병,1995,건국훈장,애족장,미전수,N
11351,윤수봉,1887-00-00,미상,남,전라남도,장성,의병,2016,건국훈장,애족장,미전수,N
11352,윤수정,1889-00-00,미상,남,서울,,의병,1995,건국훈장,애국장,미전수,N
11353,윤순채,1880-00-00,미상,남,경기도,기타,의병,1995,건국훈장,애국장,미전수,N
11354,윤업이,1868-00-00,미상,남,경상북도,봉화,의병,2006,건국훈장,애족장,미전수,N
11355,윤용구,1879-00-00,미상,남,충청북도,괴산,의병,1995,건국훈장,애족장,미전수,N
11357,윤응선,1853-11-22,1925-01-05,남,충청북도,음성,의병,2015,포장,건국포장,전수,N
11366,윤치대,1874-00-00,미상,남,경기도,파주,의병,2013,건국훈장,애족장,미전수,N
11367,윤태산,1890-00-00,미상,남,경기도,포천,의병,1995,건국훈장,애족장,미전수,N
11368,윤태훈,1874-11-03,1908-04-29,남,경기도,여주,의병,2006,건국훈장,애국장,전수,N
11369,윤팔룡,1872-02-13,1943-09-05,남,경상북도,영덕,의병,2015,건국훈장,애국장,전수,N
11372,윤학이,1873-00-00,미상,남,경상북도,기타,의병,2013,건국훈장,애족장,미전수,N
11375,윤흥곤,1880-00-00,1910-10-31,남,경상북도,기타,의병,1995,건국훈장,독립장,미전수,N
11376,윤희선,1872-11-26,1932-11-19,남,충청북도,충주,의병,1998,건국훈장,애족장,전수,N
11377,윤희섭,1881-00-00,미상,남,경기도,양주,의병,1995,건국훈장,애국장,미전수,N
11381,이강문,1880-09-30,1952-05-24,남,경상북도,문경,의병,2009,포장,건국포장,전수,N
11387,이경석,1885-00-00,미상,남,경기도,개성,의병,2017,건국훈장,애족장,미전수,N
11388,이경선,1858-00-00,1911-08-31,남,전라북도,부안,의병,2006,건국훈장,애족장,미전수,N
11389,이경선,1878-00-00,1910-10-26,남,전라북도,순창,의병,2016,건국훈장,애국장,미전수,N
11390,이경순,1869-00-00,미상,남,경기도,과천,의병,2013,건국훈장,애족장,미전수,N
11391,이경응,1865-02-27,1947-02-28,남,경기도,여주,의병,2000,건국훈장,애족장,전수,N
11395,이공서,1872-00-00,미상,남,강원도,영월,의병,2017,건국훈장,애족장,미전수,N
11396,이공업,1891-06-00,미상,남,경기도,기타,의병,2016,건국훈장,애족장,미전수,N
11403,이교영,1873-00-00,1911-02-13,남,경상북도,영천,의병,1995,건국훈장,독립장,전수,N
11405,이구영,1884-00-00,미상,남,경기도,파주,의병,2017,건국훈장,애족장,미전수,N
11406,이구채,1869-03-29,1909-01-18,남,강원도,횡성,의병,2007,건국훈장,애족장,전수,N
11410,이규해,1868-08-28,1947-07-10,남,경상북도,문경,의병,2005,포장,건국포장,전수,N
11414,이금만,1885-00-00,미상,남,경기도,용인,의병,1995,건국훈장,애국장,미전수,N
11415,이금옥,1864-00-00,1908-10-30,남,경기도,포천,의병,2018,건국훈장,애국장,미전수,N
11416,이긍래,1883-09-19,1950-10-30,남,경기도,양주,의병,2010,건국훈장,애족장,전수,N
11417,이기삼,1873-00-00,미상,남,전라북도,기타,의병,2017,건국훈장,애족장,미전수,N
11418,이기상,1871-02-02,1915-06-30,남,충청남도,청양,의병,2005,건국훈장,애국장,전수,N
11419,이기석,1873-00-00,1909-07-17,남,충청북도,청주,의병,2013,건국훈장,애국장,미전수,N
11421,이기양,1854-12-22,1929-03-06,남,경상북도,문경,의병,2008,포장,건국포장,전수,N
11429,이남용,1887-00-00,미상,남,전라북도,임실,의병,2015,건국훈장,애국장,전수,N
11430,이내원,1883-12-01,미상,남,경기도,장단,의병,2021,건국훈장,애족장,미전수,N
11433,이대호,1881-00-00,미상,남,경상북도,풍기,의병,2018,건국훈장,애국장,미전수,N
11434,이덕경,1883-00-00,1908-12-02,남,충청남도,공주,의병,2018,건국훈장,애국장,미전수,N
11436,이덕준,미상,미상,남,경기도,고양,의병,2013,건국훈장,애족장,미전수,N
11437,이덕현,1875-00-00,미상,남,경기도,양주,의병,1995,건국훈장,애족장,미전수,N
11441,이동민,1872-00-00,미상,남,경기도,장단,의병,2013,건국훈장,애족장,미전수,N
11444,이두만,1887-00-00,미상,남,경상북도,경주,의병,2015,건국훈장,애국장,미전수,N
11449,이득춘,1883-00-00,미상,남,전라북도,정읍,의병,2016,건국훈장,애족장,미전수,N
11450,이만봉,1890-00-00,미상,남,충청북도,청주,의병,1995,건국훈장,애족장,미전수,N
11451,이만성,1884-00-00,미상,남,경상북도,안동,의병,2016,건국훈장,애족장,미전수,N
11452,이만년쇠,1878-00-00,미상,남,경기도,광주,의병,2017,건국훈장,애국장,미전수,N
11454,이만응,1857-09-17,1938-07-20,남,경기도,여주,의병,2002,건국훈장,애족장,전수,N
11456,이만익,1859-00-00,미상,남,경상북도,봉화,의병,2013,건국훈장,애족장,미전수,N
11458,이면수,1833-08-22,1898-03-20,남,미상,,의병,2020,포장,건국포장,전수,N
11459,이명보,1866-00-00,미상,남,평안남도,평양,의병,1995,건국훈장,애국장,미전수,N
11463,이무범,1888-00-00,미상,남,경상북도,경주,의병,2016,건국훈장,애족장,미전수,N
11464,이문일,1883-00-00,미상,남,경기도,양주,의병,2017,건국훈장,애족장,미전수,N
11467,이민영,1879-00-00,미상,남,전라남도,나주,의병,2013,건국훈장,애족장,전수,N
11470,이백원,1880-08-27,1947-02-08,남,경기도,포천,의병,1995,건국훈장,애족장,전수,N
11473,이범용,1854-11-29,1934-01-05,남,경상북도,예천,의병,1998,포장,건국포장,전수,N
11474,이범직,미상,1896-09-01,남,미상,,의병,1995,건국훈장,독립장,미전수,N
11475,이범진,1879-00-00,1910-06-14,남,전라남도,영광,의병,2000,건국훈장,애국장,미전수,N
11479,이병승,1857-12-05,1924-07-17,남,충청남도,공주,의병,2021,포장,건국포장,전수,N
11480,이병억,1851-00-00,미상,남,경상북도,상주,의병,2003,표창,대통령표창,미전수,N
11483,이병선,1887-00-00,미상,남,전라북도,기타,의병,2018,건국훈장,애족장,미전수,N
11484,이병현,1879-00-00,미상,남,전라남도,기타,의병,2012,건국훈장,애족장,미전수,N
11488,이봉기,1887-00-00,미상,남,전라남도,강진,의병,2015,건국훈장,애족장,미전수,N
11489,이봉래,1878-10-05,미상,남,강원도,춘천,의병,2018,건국훈장,애국장,미전수,N
11490,이봉술,1881-00-00,미상,남,경상북도,영덕,의병,2017,건국훈장,애족장,전수,N
11492,이봉재,1860-03-22,1921-07-19,남,경상북도,문경,의병,2004,포장,건국포장,전수,N
11493,이봉조,1885-07-29,1962-04-20,남,경상북도,경산,의병,2009,건국훈장,애국장,전수,N
11496,이사인,1885-09-09,1949-11-21,남,경기도,포천,의병,1995,건국훈장,애족장,전수,N
11501,이상곤,1855-04-17,1919-02-10,남,충청북도,보은,의병,1995,표창,대통령표창,전수,N
11502,이상덕,1883-00-00,미상,남,충청남도,태안,의병,2021,건국훈장,애족장,전수,N
11512,이석이,1879-00-00,1910-04-05,남,경상북도,청송,의병,1995,건국훈장,독립장,미전수,N
11513,이석조,미상,1908-01-00,남,미상,,의병,2003,건국훈장,애국장,미전수,N
11515,이성근,1889-00-00,1910-03-18,남,전라북도,여산,의병,2016,건국훈장,애국장,미전수,N
11519,이성숙,1884-03-01,미상,남,전라남도,영광,의병,2015,건국훈장,애족장,미전수,N
11520,이성신,1854-00-00,미상,남,강원도,정선,의병,2017,건국훈장,애족장,미전수,N
11521,이성실,1871-00-00,미상,남,전라북도,기타,의병,2006,건국훈장,애국장,미전수,N
11522,이성용,1882-00-00,1910-05-05,남,전라북도,기타,의병,2000,건국훈장,애국장,미전수,N
11525,이성준,1884-00-00,미상,남,서울,,의병,1995,건국훈장,애족장,미전수,N
11527,이성화,1882-00-00,1910-07-10,남,전라북도,기타,의병,2000,건국훈장,독립장,전수,N
11529,이세영,1869-08-04,1951-02-17,남,충청북도,제천,의병,2005,건국훈장,애족장,전수,N
11532,이수암,1892-00-00,미상,남,전라북도,여산,의병,2015,건국훈장,애족장,미전수,N
11533,이자화,1859-00-00,미상,남,함경남도,안변,의병,2016,건국훈장,애족장,미전수,N
11534,이순기,1887-00-00,미상,남,서울,,의병,2017,건국훈장,애족장,미전수,N
11536,이순안,1870-00-00,1909-10-14,남,미상,,의병,1995,건국훈장,애국장,미전수,N
11537,이순화,1888-00-00,미상,남,전라북도,정읍,의병,2017,건국훈장,애족장,미전수,N
11538,이승갑,1877-00-00,미상,남,전라북도,기타,의병,2015,표창,대통령표창,미전수,N
11543,이신산,1880-00-00,미상,남,경상북도,의성,의병,2015,건국훈장,애국장,미전수,N
11544,이실진,1859-07-29,1945-06-22,남,경상북도,예천,의병,2008,포장,건국포장,전수,N
11551,이영삼,1875-00-00,1910-02-25,남,전라북도,기타,의병,2017,건국훈장,애국장,미전수,N
11554,이영일,1873-00-00,미상,남,전라북도,부안,의병,2020,건국훈장,애국장,미전수,N
11567,이용업,1859-00-00,미상,남,충청북도,단양,의병,1995,건국훈장,애국장,미전수,N
11568,이용운,1883-00-00,미상,남,충청북도,기타,의병,1995,건국훈장,애족장,미전수,N
11570,이용이,1868-00-00,미상,남,전라북도,무주,의병,2006,건국훈장,애족장,미전수,N
11573,이용태,1872-00-00,미상,남,전라북도,고창,의병,2015,포장,건국포장,미전수,N
11575,이용현,1887-00-00,미상,남,경기도,파주,의병,2014,건국훈장,애국장,미전수,N
11579,이운집,1870-00-00,미상,남,전라남도,광주,의병,2016,건국훈장,애족장,미전수,N
11580,이운호,1852-06-15,1930-02-19,남,경상북도,안동,의병,2003,포장,건국포장,전수,N
11583,이원오,1877-00-00,1910-05-12,남,충청남도,공주,의병,1995,건국훈장,애국장,미전수,N
11586,이원하,미상,1896-00-00,남,강원도,평창,의병,2001,건국훈장,애족장,미전수,N
11588,이육수,1871-00-00,미상,남,전라남도,담양,의병,2014,건국훈장,애족장,미전수,N
11590,이윤빈,1882-10-22,미상,남,서울,,의병,2016,건국훈장,애족장,미전수,N
11595,이이봉,1880-00-00,미상,남,경상북도,기타,의병,2015,건국훈장,애족장,미전수,N
11596,이익수,1888-00-00,미상,남,전라남도,미상,의병,2015,건국훈장,애족장,미전수,N
11597,이인금,미상,1908-01-02,남,미상,,의병,1995,건국훈장,독립장,미전수,N
11600,이인식,1866-00-00,미상,남,경기도,장단,의병,2021,건국훈장,애족장,미전수,N
11602,이일근,1875-00-00,미상,남,전라남도,진도,의병,1995,건국훈장,애족장,미전수,N
11605,이자성,1880-00-00,미상,남,전라북도,여산,의병,1995,건국훈장,애족장,미전수,N
11607,이재복,1881-00-00,미상,남,경기도,기타,의병,1995,건국훈장,애국장,미전수,N
11608,이재선,1875-00-00,미상,남,강원도,영월,의병,1995,건국훈장,애족장,미전수,N
11614,이정구,1876-00-00,미상,남,충청남도,천안,의병,1995,건국훈장,애국장,미전수,N
11617,이정의,1851-08-19,1933-12-27,남,경상북도,문경,의병,2000,건국훈장,애족장,전수,N
11618,이정표,미상,1908-08-25,남,전라남도,보성,의병,1995,건국훈장,애국장,미전수,N
11623,이종복,1889-00-00,미상,남,전라북도,무주,의병,2018,건국훈장,애국장,미전수,N
11634,이중백,1877-00-00,1910-05-11,남,전라남도,장성,의병,2000,건국훈장,애국장,미전수,N
11635,이중봉,미상,미상,남,충청북도,제천,의병,1995,건국훈장,독립장,미전수,N
11638,이중진,1855-09-15,1918-11-10,남,경상북도,예천,의병,2008,포장,건국포장,전수,N
11643,이진순,미상,미상,남,황해도,평산,의병,1995,건국훈장,애족장,미전수,N
11644,이진영,1849-07-25,1930-09-27,남,경상북도,문경,의병,1997,포장,건국포장,전수,N
11652,이창영,1883-00-00,1907-05-00,남,경상북도,영양,의병,2018,건국훈장,애국장,미전수,N
11655,이천이,1868-00-00,1907-00-00,남,경상북도,안동,의병,2006,건국훈장,애국장,미전수,N
11656,이철래,미상,1907-00-00,남,강원도,원주,의병,1995,건국훈장,애국장,미전수,N
11657,이철원,1851-09-30,1934-03-01,남,경상북도,예천,의병,1997,포장,건국포장,전수,N
11661,이춘경,1882-00-00,미상,남,전라남도,구례,의병,1995,건국훈장,애국장,미전수,N
11667,이춘실,1887-00-00,미상,남,강원도,통천,의병,2016,건국훈장,애국장,미전수,N
11673,이춘화,1857-00-00,미상,남,경상북도,대구,의병,2006,건국훈장,애국장,미전수,N
11677,이치만,1850-00-00,1909-11-20,남,전라북도,임실,의병,2010,건국훈장,애족장,미전수,N
11683,이태우,1854-00-00,미상,남,전라남도,장성,의병,1995,건국훈장,애족장,미전수,N
11685,이태이,1892-00-00,미상,남,경상북도,기타,의병,2017,건국훈장,애족장,미전수,N
11690,이하경,1867-12-30,미상,남,경기도,미상,의병,2016,건국훈장,애족장,미전수,N
11691,이학상,1883-00-00,미상,남,서울,,의병,1995,건국훈장,애족장,미전수,N
11693,이학선,1884-00-00,미상,남,경기도,여주,의병,1995,건국훈장,애족장,미전수,N
11696,이학현,1882-00-00,미상,남,충청남도,공주,의병,2013,건국훈장,애족장,미전수,N
11700,이항선,1848-11-01,1929-06-21,남,전라남도,담양,의병,2001,건국훈장,애족장,전수,N
11703,이행순,1888-01-18,1924-09-19,남,전라남도,나주,의병,2011,건국훈장,애국장,전수,N
11704,이향운,1860-00-00,미상,남,충청남도,금산,의병,2010,건국훈장,애국장,미전수,N
11707,이형표,1858-02-16,1924-12-26,남,경상북도,영천,의병,1995,표창,대통령표창,전수,N
11712,이화선,1886-04-00,미상,남,황해도,기타,의병,2017,건국훈장,애족장,미전수,N
11713,이화섭,1885-00-00,미상,남,전라북도,기타,의병,2017,건국훈장,애족장,미전수,N
11714,이화춘,1880-04-16,1967-05-09,남,전라북도,기타,의병,1999,건국훈장,애족장,전수,N
11715,이화혁,미상,1907-00-00,남,충청북도,단양,의병,1995,건국훈장,애족장,미전수,N
11722,인종명,1864-00-00,미상,남,황해도,평산,의병,2010,건국훈장,애족장,미전수,N
11724,임경조,1879-00-00,미상,남,전라북도,부안,의병,2013,포장,건국포장,미전수,N
11726,임국현,1868-10-08,1910-02-02,남,전라북도,임실,의병,1995,건국훈장,애족장,전수,N
11727,임기서,1872-04-15,1934-02-02,남,전라북도,남원,의병,1995,건국훈장,애족장,전수,N
